airport_code,airport_name,airport_name_zh
BLO,Hjaltabakki Airport,none
BLP,Huallaga Airport,none
BLQ,Bologna / Borgo Panigale Airport,波隆納機場
BLR,Bengaluru International Airport,肯佩高達國際機場
BLS,Bollon Airport,none
BLT,Blackwater Airport,none
BLU,Blue Canyon - Nyack Airport,none
BLV,Scott Afb/Midamerica St Louis Airport,none
BLX,Belluno Airport,none
BLY,Belmullet Aerodrome,none
BLZ,Chileka International Airport,奇莱卡国际机场
BMA,Stockholm-Bromma Airport,斯德哥爾摩布羅馬機場
BMB,Bumbar Airport,none
BMC,Brigham City Regional Airport,none
BMD,Belo sur Tsiribihina Airport,none
BME,Broome International Airport,none
BMF,Bakouma Airport,none
BMG,Monroe County Airport,none
BMI,Central Il Regional/Bloomington-Normal Airport,none
BMJ,Baramita Airport,none
BMK,Borkum Airport,none
BML,Berlin Regional Airport,none
BMM,Bitam Airport,none
BMN,Bamarni Airport,none
BMO,Banmaw Airport,八莫機場
BMP,Brampton Island Airport,none
BMR,Baltrum Airport,none
BMS,Socrates Mariani Bittencourt Airport,none
BMT,Beaumont Municipal Airport,none
BMU,Muhammad Salahuddin Airport,苏丹穆罕默德·萨拉胡丁机场
BMV,Buon Ma Thuot Airport,邦美蜀机场
BMW,Bordj Badji Mokhtar Airport,none
BMX,Big Mountain Airport,none
BMY,Ile Art - Waala Airport,none
BNA,Nashville International Airport,纳什维尔国际机场
BNB,Boende Airport,none
BNC,Beni Airport,none
BND,Bandar Abbas International Airport,阿巴斯港國際機場
BNE,Brisbane International Airport,布里斯班機場
BNG,Banning Municipal Airport,none
BNI,Benin Airport,none
BNJ,Bonn-Hangelar Airport,波恩火车总站
BNK,Ballina Byron Gateway Airport,巴利納機場
BNL,Barnwell Regional Airport,none
BNN,Brønnøysund Airport,none
BNO,Burns Municipal Airport,none
BNP,Bannu Airport,none
BNR,Banfora Airport,none
BNS,Barinas Airport,none
BNU,Blumenau Airport,none
BNW,Boone Municipal Airport,none
BNX,Banja Luka International Airport,none
BNY,Bellona/Anua Airport,貝羅那機場
BOA,Boma Airport,none
BOB,Bora Bora Airport,博拉博拉機場
BOC,Bocas Del Toro International Airport,none
BOD,Bordeaux-Merignac (BA 106) Airport,none
BOE,Boundji Airport,none
BOG,El Dorado International Airport,埃尔多拉多国际机场
BOH,Bournemouth Airport,none
BOI,Boise Air Trml/Gowen Field,博伊西機場
BOJ,Burgas Airport,布爾加斯機場
BOK,Brookings Airport,none
BOL,Ballykelly Airport,none
BOM,Chhatrapati Shivaji International Airport,贾特拉帕蒂·希瓦吉·马哈拉杰国际机场
BON,Flamingo International Airport,火烈鸟国际机场
BOO,Bodø Airport,none
BOP,Bouar Airport,none
BOS,General Edward Lawrence Logan International Airport,爱德华·劳伦斯·洛根将军国际机场
BOU,Bourges Airport,none
BOW,Bartow Executive Airport,none
BOX,Borroloola Airport,none
BOY,Bobo Dioulasso Airport,博博迪烏拉索機場
BOZ,Bozoum Airport,none
BPC,Bamenda Airport,巴门达机场
BPE,Qinhuangdao Beidaihe Airport,秦皇岛北戴河机场
BPF,Batuna Aerodrome,none
BPG,Barra do Garcas Airport,none
BPH,Bislig Airport,none
BPI,Miley Memorial Field,none
BPL,Alashankou Bole (Bortala) airport,博乐阿拉山口机场
BPM,Begumpet Airport,none
BPN,Sepinggan International Airport,苏丹阿吉·穆罕默德·苏莱曼·瑟宾甘国际机场
BPR,Borongan Airport,none
BPS,Porto Seguro Airport,none
BPT,Jack Brooks Regional Airport,none
BPX,Qamdo Bangda Airport,昌都邦達機場
BPY,Besalampy Airport,none
BQA,Dr.Juan C. Angara Airport,none
BQB,Busselton Regional Airport,none
BQE,Bubaque Airport,none
BQG,Bogorodskoye Airport,博戈罗茨克机场
BQH,London Biggin Hill Airport,none
BQK,Brunswick Golden Isles Airport,none
BQL,Boulia Airport,none
BQN,Rafael Hernandez Airport,none
BQO,Bouna Airport,none
BQQ,Barra Airport,巴拉機場 (巴西)
BQS,Ignatyevo Airport,伊格納耶沃機場
BQT,Brest Airport,布列斯特機場
BQU,J F Mitchell Airport,none
BQW,Balgo Hill Airport,none
BRA,Barreiras Airport,none
BRB,Barreirinhas Airport,none
BRC,San Carlos De Bariloche Airport,none
BRD,Brainerd Lakes Regional Airport,none
BRE,Bremen Airport,不来梅机场
BRI,Bari / Palese International Airport,巴里嘉祿·沃伊蒂瓦機場
BRK,Bourke Airport,none
BRL,Southeast Iowa Regional Airport,none
BRM,Barquisimeto International Airport,none
BRN,Bern Belp Airport,伯尔尼-贝尔普机场
BRO,Brownsville/South Padre Island International Airport,none
BRQ,Brno-Turany Airport,布爾諾-圖拉尼機場
BRS,Bristol International Airport,布里斯托機場
BRT,Bathurst Island Airport,none
BRU,Brussels Airport,布鲁塞尔机场
BRW,Wiley Post-Will Rogers Memorial Airport,none
BRX,Maria Montez International Airport,none
BRY,Samuels Field,none
BSA,Bosaso Airport,班達卡西姆國際機場
BSB,Presidente Juscelino Kubistschek International Airport,巴西利亚国际机场
BSC,Jose Celestino Mutis Airport,none
BSD,Baoshan Yunduan Airport,保山云瑞机场
BSE,Sematan Airport,none
BSF,Bradshaw Army Airfield,none
BSG,Bata Airport,巴塔機場
BSJ,Bairnsdale Airport,none
BSK,Biskra Airport,none
BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,巴塞尔-米卢斯-弗赖堡欧洲机场
BSM,Bishe Kola Air Base,none
BSN,Bossangoa Airport,none
BSO,Basco Airport,巴士古機場
BSQ,Bisbee Municipal Airport,none
BSR,Basrah International Airport,巴士拉国际机场
BSS,Balsas Airport,none
BST,Bost Airport,none
BSU,Basankusu Airport,none
BSW,Boswell Bay Airport,none
BSX,Pathein Airport,none
BSY,Bardera Airport,巴爾代雷機場
BSZ,Manas International Airport,玛纳斯国际机场
BTA,Bertoua Airport,none
BTB,Betou Airport,none
BTC,Batticaloa Airport,none
BTD,Brunette Downs Airport,none
BTE,Sherbro International Airport,歇爾布羅國際機場
BTF,Skypark Airport,none
BTG,Batangafo Airport,none
BTH,Hang Nadim Airport,韓那丁國際機場
BTI,Barter Island Airport,none
BTJ,Sultan Iskandarmuda Airport,蘇丹伊斯坎達·穆達國際機場
BTK,Bratsk Airport,none
BTL,Battle Creek Executive At Kellogg Field,none
BTM,Bert Mooney Airport,none
BTN,Marlboro County Jetport/H E Avent Field,none
BTO,Botopasi Airport,none
BTP,Pittsburgh/Butler Regional Airport,none
BTQ,Butare Airport,none
BTR,"Baton Rouge Metro, Ryan Field",none
BTS,M. R. Stefanik Airport,布拉提斯拉瓦機場
BTT,Bettles Airport,none
BTU,Bintulu Airport,民都魯機場
BTV,Patrick Leahy Burlington International Airport,none
BTW,Batu Licin Airport,贝尔苏约机场
BTX,Betoota Airport,none
BTY,Beatty Airport,none
BTZ,Bursa Airport,none
BUA,Buka Airport,布卡機場
BUB,Cram Field,none
BUC,Burketown Airport,none
BUD,Budapest Ferenc Liszt International Airport,布達佩斯李斯特·費倫茨國際機場
BUF,Buffalo Niagara International Airport,布法罗尼亚加拉国际机场
BUG,Benguela Airport,none
BUI,Bokondini Airport,none
BUJ,Bou Saada Airport,none
BUL,Bulolo Airport,none
BUM,Butler Memorial Airport,none
BUN,Gerardo Tobar Lopez Airport,none
BUO,Burao Airport,none
BUP,Bhatinda Air Force Station,none
BUQ,Joshua Mqabuko Nkomo International Airport,none
BUR,Bob Hope Airport,好萊塢伯班克機場
BUS,Batumi International Airport,巴統國際機場
BUT,Bathbalathang Domestic Airport,none
BUW,Betoambari Airport,贝托阿姆巴利机场
BUX,Bunia Airport,none
BUY,Bunbury Airport,none
BUZ,Bushehr Airport,布什爾機場
BVA,Paris Beauvais Tille Airport,博韋-蒂耶機場
BVB,Atlas Brasil Cantanhede Airport,none
BVC,Rabil Airport,none
BVE,Brive Souillac Airport,none
BVG,Berlevåg Airport,none
BVH,Vilhena Airport,none
BVI,Birdsville Airport,none
BVJ,Bovanenkovo,none
BVK,Huacaraje Airport,none
BVL,Baures Airport,none
BVM,Belmonte Airport,none
BVO,Bartlesville Municipal Airport,none
BVR,Esperadinha Airport,none
BVS,Breves Airport,none
BVU,Beluga Airport,none
BVV,Burevestnik Airport,布列韋斯特尼克機場
BVX,Batesville Regional Airport,none
BVY,Beverly Regional Airport,none
BVZ,Beverley Springs Airport,none
BWA,Bhairahawa Airport,佛祖機場
BWB,Barrow Island Airport,none
BWC,Brawley Municipal Airport,none
BWD,Brownwood Regional Airport,none
BWE,Braunschweig Wolfsburg Airport,none
BWF,Barrow Walney Island Airport,none
BWG,Bowling Green-Warren County Regional Airport,none
BWH,Butterworth Airport,马来西亚皇家空军北海基地
BWI,Baltimore/Washington International Thurgood Marshall Airport,巴尔的摩/华盛顿瑟古德·马歇尔国际机场
BWK,Brac Airport,布拉奇機場
BWL,Blackwell-Tonkawa Municipal Airport,none
BWN,Brunei International Airport,汶萊國際機場
BWO,Balakovo Airport,none
BWQ,Brewarrina Airport,none
BWT,Wynyard Airport,none
BWU,Sydney Bankstown Airport,班士廳機場
BWW,Las Brujas Airport,none
BXA,George R Carr Memorial Air Field,none
BXB,Babo Airport,巴博机场
BXD,Bade Airport,none
BXE,Bakel Airport,none
BXF,Pumululu National Park,none
BXG,Bendigo Airport,none
BXH,Balkhash Airport,none
BXI,Boundiali Airport,none
BXJ,Boralday Airport,none
BXK,Buckeye Municipal Airport,none
BXN,Imsik Airport,none
BXO,Buochs Airport,none
BXR,Bam Airport,none
BXS,Borrego Valley Airport,none
BXT,Bontang Airport,none
BXU,Bancasi Airport,武端機場
BXV,Breiðdalsvík Airport,none
BXY,Krainiy Airport,none
BYA,Boundary Airport,none
BYC,Yacuiba Airport,none
BYD,Al-Bayda Airport,none
BYF,Albert-Bray Airport,none
BYG,Johnson County Airport,none
BYH,Arkansas International Airport,none
BYI,Burley Municipal Airport,none
BYJ,Beja International Airport,none
BYK,Bouake Airport,none
BYM,Carlos Manuel de Cespedes Airport,卡洛斯·曼努埃尔·德·塞斯佩德斯机场
BYN,Bayankhongor Airport,巴彦洪戈尔机场
BYO,Bonito Airport,none
BYP,Barimunya Airport,none
BYR,Laeso Airport,莱斯机场
BYS,Bicycle Lake Army Air Field,none
BYT,Bantry Aerodrome,none
BYU,Bayreuth Airport,none
BYW,Blakely Island Airport,none
BZA,San Pedro Airport,none
BZC,Umberto Modiano Airport,none
BZD,Balranald Airport,none
BZE,Philip S. W. Goldson International Airport,菲利普戈尔德森国际机场
BZF,Benton Field,none
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,none
BZI,Balikesir Merkez Airport,none
BZK,Bryansk Airport,none
BZL,Barisal Airport,巴里萨尔机场
BZN,Bozeman Yellowstone International Airport,博茲曼黃石國際機場
BZO,Bolzano Airport,博尔扎诺机场
BZP,Bizant Airport,none
BZR,Beziers-Vias Airport,贝济耶机场
BZT,Eagle Air Park,none
BZU,Buta Zega Airport,none
BZV,Maya-Maya Airport,马亚-马亚国际机场
BZX,Bazhong Enyang Airport,巴中恩陽機場
BZY,Balţi International Airport,伯爾齊國際機場
BZZ,RAF Brize Norton,布萊茲諾頓皇家空軍基地
CAA,Catacamas Airport,none
CAB,Cabinda Airport,none
CAC,Cascavel Airport,none
CAD,Wexford County Airport,none
CAE,Columbia Metro Airport,none
CAF,Carauari Airport,none
CAG,Cagliari / Elmas Airport,卡利亚里-埃尔马斯机场
CAH,Ca Mau Airport,金甌機場
CAI,Cairo International Airport,開羅國際機場
CAJ,Canaima Airport,none
CAK,Akron-Canton Regional Airport,none
CAL,Campbeltown Airport,none
CAM,Camiri Airport,none
CAN,Guangzhou Baiyun International Airport,广州白云国际机场
CAO,Clayton Municipal Airpark,none
CAP,Cap Haitien International Airport,none
CAQ,Juan H White Airport,none
CAR,Caribou Municipal Airport,none
CAT,Cascais Airport,none
CAU,Caruaru Airport,none
CAV,Cazombo Airport,none
CAW,Bartolomeu Lisandro Airport,none
CAX,Carlisle Airport,none
CAY,Cayenne-Rochambeau Airport,卡宴費利克斯·埃布埃國際機場
CAZ,Cobar Airport,科巴機場
CBB,Jorge Wilsterman International Airport,none
CBD,Car Nicobar Air Force Station,none
CBE,Greater Cumberland Regional Airport,none
CBF,Council Bluffs Municipal Airport,none
CBG,Cambridge Airport,none
CBH,Bechar Boudghene Ben Ali Lotfi Airport,none
CBI,Cape Barren Island Airport,none
CBJ,Cabo Rojo Airport,none
CBK,Shalz Field,none
CBL,Ciudad Bolivar Airport,none
CBM,Columbus Afb Airport,哥倫布空軍基地
CBN,Penggung Airport,none
CBO,Awang Airport,none
CBQ,Margaret Ekpo International Airport,none
CBR,Canberra International Airport,坎培拉機場
CBS,Oro Negro Airport,none
CBT,Catumbela Airport,none
CBU,Cottbus-Drewitz Airport,none
CBV,Coban Airport,none
CBW,Campo Mourao Airport,none
CBX,Condobolin Airport,none
CBY,Canobie Airport,none
CCB,Cable Airport,none
CCC,Jardines Del Rey Airport,none
CCE,Capital International Airport,首都国际机场 (埃及)
CCF,Carcassonne Airport,卡尔卡松机场
CCG,Crane County Airport,none
CCH,Chile Chico Airport,none
CCI,Concordia Airport,none
CCJ,Calicut International Airport,科泽科德国际机场
CCK,Cocos (Keeling) Islands Airport,科科斯（基林）群島機場
CCL,Chinchilla Airport,none
CCM,Forquilhinha - Criciuma Airport,none
CCN,Chakcharan Airport,none
CCO,Carimagua Airport,none
CCP,Carriel Sur Airport,none
CCR,Buchanan Field,none
CCS,Maiquetia (Simon Bolivar Internacional) Airport,迈克蒂亚西蒙·玻利瓦尔国际机场
CCT,Colonia Catriel Airport,none
CCU,Netaji Subhash Chandra Bose International Airport,内塔吉·苏巴斯·钱德拉·鲍斯国际机场
CCV,Craig Cove Airport,克雷格灣機場
CCW,Cowell Airport,none
CCX,Caceres Airport,none
CCY,Northeast Iowa Regional Airport,none
CCZ,Chub Cay Airport,none
CDA,Cooinda Airport,none
CDB,Cold Bay Airport,科尔德湾机场
CDC,Cedar City Regional Airport,none
CDD,Cauquira Airport,none
CDE,Chengde Puning Airport,承德普宁机场
CDG,Charles de Gaulle International Airport,巴黎夏尔·戴高乐机场
CDH,Harrell Field,none
CDI,Cachoeiro do Itapemirim Airport,none
CDJ,Conceicao do Araguaia Airport,none
CDK,George T Lewis Airport,none
CDL,Candle 2 Airport,none
CDN,Woodward Field,none
CDO,Cradock Airport,none
CDP,Cuddapah Airport,none
CDQ,Croydon Airport,none
CDR,Chadron Municipal Airport,none
CDS,Childress Municipal Airport,none
CDT,Castellón Airport,卡斯特利翁-橙花海岸机场
CDU,Camden Airport,none
CDV,Merle K (Mudhole) Smith Airport,none
CDW,Essex County Airport,none
CDY,Cagayan de Sulu Airport,none
CEA,Cessna Acft Field,none
CEB,Mactan Cebu International Airport,none
CEC,Jack Mc Namara Field,none
CED,Ceduna Airport,none
CEE,Cherepovets Airport,none
CEF,Westover Arb/Metro Airport,none
CEG,Hawarden Airport,none
CEH,Chelinda Malawi Airport,none
CEI,Chiang Rai International Airport,清莱国际机场
CEK,Chelyabinsk Balandino Airport,車里雅賓斯克機場
CEL,Canela Airport,none
CEM,Central Airport,none
CEN,Ciudad Obregon International Airport,none
CEO,Waco Kungo Airport,none
CEP,Concepcion Airport,none
CEQ,Cannes-Mandelieu Airport,戛纳-芒德略机场
CER,Cherbourg-Maupertus Airport,瑟堡机场
CES,Cessnock Airport,none
CET,Cholet Le Pontreau Airport,none
CEU,Oconee County Regional Airport,none
CEV,Mettel Field,none
CEW,Bob Sikes Airport,none
CEX,Chena Hot Springs Airport,none
CEY,Kyle-Oakley Field,none
CEZ,Cortez Municipal Airport,none
CFB,Cabo Frio Airport,none
CFC,Caçador Airport,none
CFD,Coulter Field,none
CFE,Clermont-Ferrand Auvergne Airport,克莱蒙费朗机场
CFF,Cafunfo Airport,none
CFG,Jaime Gonzalez Airport,none
CFH,Clifton Hills Landing Strip,none
CFI,Camfield Airport,none
CFK,Chlef Aboubakr Belkaid Airport,none
CFN,Donegal Airport,none
CFO,Confresa Airport,none
CFQ,Art Sutcliffe Field,none
CFR,Caen-Carpiquet Airport,卡昂-卡尔皮凯机场
CFS,Coffs Harbour Airport,none
CFT,Greenlee County Airport,none
CFU,Ioannis Kapodistrias International Airport,科孚島愛奧尼斯·卡波季斯第亞斯國際機場
CFV,Coffeyville Municipal Airport,none
CGA,Craig Seaplane Base,none
CGB,Marechal Rondon Airport,none
CGC,Cape Gloucester Airport,none
CGD,Changde Airport,常德桃花源机场
CGE,Cambridge-Dorchester Regional Airport,none
CGF,Cuyahoga County Airport,none
CGH,Congonhas Airport,聖保羅/孔戈尼亞斯機場
CGI,Cape Girardeau Regional Airport,none
CGJ,Kasompe Airport,none
CGK,Soekarno-Hatta International Airport,蘇加諾-哈達國際機場
CGL,Chagual Airport,none
CGM,Camiguin Airport,none
CGN,Cologne Bonn Airport,科隆/波恩機場
CGO,Xinzheng Airport,郑州新郑国际机场
CGP,Shah Amanat International Airport,沙赫阿馬納國際機場
CGQ,Longjia Airport,长春龙嘉国际机场
CGR,Campo Grande Airport,none
CGS,College Park Airport,none
CGV,Caiguna Airport,none
CGY,Laguindingan Intl,none
CGZ,Casa Grande Municipal Airport,none
CHA,Lovell Field,none
CHB,Chilas Airport,none
CHC,Christchurch International Airport,基督城機場
CHF,Jinhae Airport,none
CHG,Chaoyang Airport,朝阳机场
CHH,Chachapoyas Airport,none
CHJ,Chipinge Airport,none
CHK,Chickasha Municipal Airport,none
CHL,Challis Airport,none
CHM,Teniente FAP Jaime A De Montreuil Morales Airport,none
CHO,Charlottesville-Albemarle Airport,none
CHP,Circle Hot Springs Airport,none
CHQ,Chania International Airport,哈尼亞揚尼斯·達斯卡洛伊安尼斯國際機場
CHR,Chateauroux-Deols Marcel Dassault Airport,沙托鲁机场
CHS,Charleston Afb/International Airport,none
CHT,Chatham Islands-Tuuta Airport,查塔姆群島機場
CHU,Chuathbaluk Airport,none
CHX,Cap Manuel Nino International Airport,none
CHY,Choiseul Bay Airport,舒瓦瑟爾灣機場
CHZ,Chiloquin State Airport,none
CIA,Ciampino Airport,罗马-钱皮诺机场
CIC,Chico Regional Airport,none
CID,The Eastern Iowa Airport,none
CIE,Collie Airport,none
CIF,Chifeng Airport,赤峰玉龙机场
CIG,Craig-Moffat Airport,none
CIH,Changzhi Airport,长治王村机场
CII,Cildir Airport,none
CIJ,Capitan Anibal Arab Airport,none
CIK,Chalkyitsik Airport,none
CIL,Council Airport,none
CIM,Cimitarra Airport,none
CIN,Arthur N Neu Airport,none
CIO,Teniente Col Carmelo Peralta Airport,none
CIP,Chipata Airport,none
CIQ,Chiquimula Airport,none
CIR,Cairo Regional Airport,none
CIS,Canton Airport,none
CIT,Shymkent Airport,奇姆肯特國際機場
CIU,Chippewa County International Airport,none
CIW,Canouan Airport,none
CIX,Capitan FAP Jose A Quinones Gonzales International Airport,none
CIY,Comiso Airport Vincenzo Magliocco,none
CIZ,Coari Airport,none
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,none
CJB,Coimbatore International Airport,none
CJC,El Loa Airport,none
CJF,Coondewanna Airport,none
CJJ,Cheongju International Airport,清州國際機場
CJL,Chitral Airport,none
CJM,Chumphon Airport,none
CJS,Abraham Gonzalez International Airport,none
CJT,Comitan Airport,none
CJU,Jeju International Airport,濟州國際機場
CKA,Kegelman Af Aux Field,none
CKB,North Central West Virginia Airport,none
CKC,Cherkasy International Airport,none
CKD,Crooked Creek Airport,none
CKE,Lampson Field,none
CKG,Chongqing Jiangbei International Airport,重庆江北国际机场
CKH,Chokurdakh Airport,none
CKI,Croker Island Airport,none
CKK,Sharp County Regional Airport,none
CKL,Chkalovskiy Airport,契卡洛夫斯基空軍基地
CKM,Fletcher Field,none
CKN,Crookston Municipal/Kirkwood Field,none
CKO,Cornelio Procopio Airport,none
CKS,Carajas Airport,卡拉哈斯機場
CKT,Sarakhs Airport,none
CKU,Cordova Municipal Airport,none
CKV,Outlaw Field,none
CKW,Graeme Rowley Aerodrome,none
CKX,Chicken Airport,none
CKY,Conakry Airport,科纳克里国际机场
CKZ,Canakkale Airport,none
CLD,Mc Clellan-Palomar Airport,none
CLE,Cleveland-Hopkins International Airport,克里夫蘭霍普金斯國際機場
